location,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred,,,
Gibraltar,1/10/2021,420,420,,,,,1.25,1.25,,,,,,,,
Gibraltar,1/11/2021,1445,1445,,,1025,1025,4.29,4.29,,,30424,1025,3.042,,,
Gibraltar,1/12/2021,2501,2501,,,1056,1040,7.42,7.42,,,30869,1040,3.087,,,
Gibraltar,1/13/2021,,,,,,986,,,,,29266,986,2.927,,,
Gibraltar,1/14/2021,,,,,,959,,,,,28465,959,2.846,,,
Gibraltar,1/15/2021,5135,5135,,,,943,15.24,15.24,,,27990,943,2.799,,,
Gibraltar,1/16/2021,5847,5847,,,712,904,17.35,17.35,,,26832,904,2.683,,,
Gibraltar,1/17/2021,5847,5847,,,0,775,17.35,17.35,,,23003,775,2.3,,,
Gibraltar,1/18/2021,6435,6435,,,588,713,19.1,19.1,,,21163,713,2.116,,,
Gibraltar,1/19/2021,7017,7017,,,582,645,20.83,20.83,,,19145,645,1.914,,,
Gibraltar,1/20/2021,7017,7017,,,0,520,20.83,20.83,,,15434,520,1.543,,,
Gibraltar,1/21/2021,7947,7947,,,930,527,23.59,23.59,,,15642,527,1.564,,,
Gibraltar,1/22/2021,8877,8877,,,930,535,26.35,26.35,,,15880,535,1.588,,,
Gibraltar,1/23/2021,9807,9807,,,930,566,29.11,29.11,,,16800,566,1.68,,,
Gibraltar,1/24/2021,10341,10341,,,534,642,30.69,30.69,,,19056,642,1.906,,,
Gibraltar,1/25/2021,10539,10539,,,198,586,31.28,31.28,,,17393,586,1.739,,,
Gibraltar,1/26/2021,11073,11073,,,534,579,32.87,32.87,,,17186,579,1.719,,,
Gibraltar,1/27/2021,11607,11073,,,534,656,34.45,32.87,,,19471,579,1.719,,,
Gibraltar,1/28/2021,12332,12332,,,725,626,36.6,36.6,,,18581,626,1.858,,,
Gibraltar,1/29/2021,12866,12866,,,534,570,38.19,38.19,,,16918,570,1.692,,,
Gibraltar,1/30/2021,12866,12866,,,0,437,38.19,38.19,,,12971,437,1.297,,,
Gibraltar,1/31/2021,13286,12886,400,,420,421,39.43,38.25,1.19,,12496,364,1.08,,,
Gibraltar,2/1/2021,14299,12974,1325,,1013,537,42.44,38.51,3.93,,15939,348,1.033,,,
Gibraltar,2/2/2021,15391,13071,2320,,1092,617,45.68,38.8,6.89,,18313,285,0.846,,,
Gibraltar,2/3/2021,16177,13166,3011,,786,653,48.02,39.08,8.94,,19382,299,0.887,,,
Gibraltar,2/4/2021,17189,13246,3943,,1012,694,51.02,39.32,11.7,,20599,131,0.389,,,
Gibraltar,2/5/2021,18274,13398,4876,,1085,773,54.24,39.77,14.47,,22944,76,0.226,,,
Gibraltar,2/6/2021,19072,13499,5573,,798,887,56.61,40.07,16.54,,26328,90,0.267,,,
Gibraltar,2/7/2021,19072,13499,5573,,0,827,56.61,40.07,16.54,,24547,88,0.261,,,
Gibraltar,2/8/2021,20044,13904,6140,,972,821,59.49,41.27,18.22,,24369,133,0.395,,,
Gibraltar,2/9/2021,21021,14302,6719,,977,804,62.39,42.45,19.94,,23864,176,0.522,,,
Gibraltar,2/10/2021,21999,15262,6737,,978,832,65.3,45.3,20,,24695,299,0.887,,,
Gibraltar,2/11/2021,23103,15436,7667,,1104,845,68.57,45.82,22.76,,25081,313,0.929,,,
Gibraltar,2/12/2021,24195,15600,8595,,1092,846,71.81,46.3,25.51,,25111,315,0.935,,,
Gibraltar,2/13/2021,25287,15765,9522,,1092,888,75.06,46.79,28.26,,26357,324,0.962,,,
Gibraltar,2/14/2021,25941,15888,10053,,654,981,77,47.16,29.84,,29118,341,1.012,,,
Gibraltar,2/15/2021,26379,16135,10244,,438,905,78.3,47.89,30.41,,26862,319,0.947,,,
Gibraltar,2/16/2021,27033,16261,10772,,654,859,80.24,48.27,31.97,,25496,280,0.831,,,
Gibraltar,2/17/2021,27687,16384,11303,,654,813,82.18,48.63,33.55,,24131,160,0.475,,,
Gibraltar,2/18/2021,28778,16725,12053,,1091,811,85.42,49.64,35.78,,24072,184,0.546,,,
Gibraltar,2/19/2021,29334,16761,12573,,556,734,87.07,49.75,37.32,,21786,166,0.493,,,
Gibraltar,2/20/2021,29334,16761,12573,,0,578,87.07,49.75,37.32,,17156,142,0.421,,,
Gibraltar,2/21/2021,30432,17826,12606,,1098,642,90.33,52.91,37.42,,19056,277,0.822,,,
Gibraltar,2/22/2021,31631,18902,12729,,1199,750,93.89,56.1,37.78,,22261,395,1.172,,,
Gibraltar,2/23/2021,32705,19859,12846,,1074,810,97.07,58.94,38.13,,24042,514,1.526,,,
Gibraltar,2/24/2021,33371,20443,12928,,666,812,99.05,60.68,38.37,,24101,580,1.722,,,
Gibraltar,2/25/2021,34600,21591,13009,,1229,832,102.7,64.09,38.61,,24695,695,2.063,,,
Gibraltar,2/26/2021,35890,22712,13178,,1290,937,106.53,67.41,39.11,,27812,850,2.523,,,
Gibraltar,2/27/2021,36808,23518,13290,,918,1068,109.25,69.8,39.45,,31700,965,2.864,,,
Gibraltar,2/28/2021,36808,23518,13290,,0,911,109.25,69.8,39.45,,27040,813,2.413,,,
Gibraltar,3/1/2021,38056,24352,13704,,1248,918,112.96,72.28,40.68,,27248,779,2.312,,,
Gibraltar,3/2/2021,39322,25221,14101,,1266,945,116.71,74.86,41.85,,28049,766,2.274,,,
Gibraltar,3/3/2021,40652,25629,15023,,1330,1040,120.66,76.07,44.59,,30869,741,2.199,,,
Gibraltar,3/4/2021,41318,26163,15155,,666,960,122.64,77.66,44.98,,28494,653,1.938,,,
Gibraltar,3/5/2021,42548,27145,15403,,1230,951,126.29,80.57,45.72,,28227,633,1.879,,,
Gibraltar,3/6/2021,43712,28140,15572,,1164,986,129.74,83.52,46.22,,29266,660,1.959,,,
Gibraltar,3/7/2021,43712,28140,15572,,0,986,129.74,83.52,46.22,,29266,660,1.959,,,
Gibraltar,3/8/2021,44240,28431,15809,,528,883,131.31,84.39,46.92,,26209,583,1.73,,,
Gibraltar,3/9/2021,44894,28932,15962,,654,796,133.25,85.87,47.38,,23626,530,1.573,,,
Gibraltar,3/10/2021,44894,28932,15962,,0,606,133.25,85.87,47.38,,17987,472,1.401,,,
Gibraltar,3/11/2021,45488,28971,16517,,594,596,135.02,85.99,49.02,,17690,401,1.19,,,
Gibraltar,3/12/2021,46136,29610,16526,,648,513,136.94,87.89,49.05,,15227,352,1.045,,,
Gibraltar,3/13/2021,46136,29610,16526,,0,346,136.94,87.89,49.05,,10270,210,0.623,,,
Gibraltar,3/14/2021,47210,29631,17579,,1074,500,140.13,87.95,52.18,,14841,213,0.632,,,
Gibraltar,3/15/2021,48296,29667,18629,,1086,579,143.35,88.06,55.29,,17186,177,0.525,,,
Gibraltar,3/16/2021,49328,29749,19579,,1032,633,146.41,88.3,58.11,,18788,117,0.347,,,
Gibraltar,3/17/2021,49981,29834,20147,,653,727,148.35,88.55,59.8,,21578,129,0.383,,,
Gibraltar,3/18/2021,51163,29913,21250,,1182,811,151.86,88.79,63.07,,24072,135,0.401,,,
Gibraltar,3/19/2021,52331,30038,22293,,1168,885,155.33,89.16,66.17,,26268,61,0.181,,,
Gibraltar,3/20/2021,53171,30119,23052,,840,1005,157.82,89.4,68.42,,29830,73,0.217,,,
Gibraltar,3/21/2021,53171,30119,23052,,0,852,157.82,89.4,68.42,,25289,70,0.208,,,
Gibraltar,3/22/2021,53861,30170,23691,,690,795,159.87,89.55,70.32,,23597,72,0.214,,,
Gibraltar,3/23/2021,54587,30232,24355,,726,751,162.02,89.73,72.29,,22291,69,0.205,,,
Gibraltar,3/24/2021,55877,30671,25206,,1290,842,165.85,91.04,74.82,,24992,120,0.356,,,
Gibraltar,3/25/2021,56536,30800,25736,,659,768,167.81,91.42,76.39,,22795,127,0.377,,,
Gibraltar,3/26/2021,57646,30944,26702,,1110,759,171.1,91.85,79.26,,22528,129,0.383,,,
Gibraltar,3/27/2021,58756,31094,27662,,1110,798,174.4,92.29,82.11,,23686,139,0.413,,,
Gibraltar,3/28/2021,,,,,,819,,,,,24309,140,0.416,,,
Gibraltar,3/29/2021,59050,31098,27952,,,741,175.27,92.3,82.97,,21994,133,0.395,,,
Gibraltar,3/30/2021,59698,31206,28492,,648,730,177.19,92.62,84.57,,21668,139,0.413,,,
Gibraltar,3/31/2021,60265,31739,28526,,567,627,178.88,94.21,84.67,,18610,153,0.454,,,
Gibraltar,4/1/2021,60907,32293,28614,,642,624,180.78,95.85,84.93,,18521,213,0.632,,,
Gibraltar,4/2/2021,,,,,,500,,,,,14841,207,0.614,,,
Gibraltar,4/3/2021,,,,,,376,,,,,11160,200,0.594,,,
Gibraltar,4/4/2021,,,,,,389,,,,,11546,214,0.635,,,
Gibraltar,4/5/2021,,,,,,402,,,,,11932,228,0.677,,,
Gibraltar,4/6/2021,,,,,,343,,,,,10181,227,0.674,,,
Gibraltar,4/7/2021,62341,32895,29446,,,297,185.04,97.64,87.4,,8815,165,0.49,,,
Gibraltar,4/8/2021,,,,,,253,,,,,7509,126,0.374,,,
Gibraltar,4/9/2021,63017,33457,29560,,,267,187.04,99.31,87.74,,7925,152,0.451,,,
Gibraltar,4/10/2021,63671,33979,29692,,654,327,188.99,100.85,88.13,,9706,212,0.629,,,
Gibraltar,4/11/2021,64319,34529,29790,,648,385,190.91,102.49,88.42,,11427,276,0.819,,,
Gibraltar,4/12/2021,64931,35084,29847,,612,438,192.73,104.13,88.59,,13001,341,1.012,,,
Gibraltar,4/13/2021,66209,35825,30384,,1278,587,196.52,106.33,90.18,,17423,433,1.285,,,
Gibraltar,4/14/2021,,,,,,554,,,,,16444,419,1.244,,,
Gibraltar,4/15/2021,66232,35830,30402,,,508,196.59,106.35,90.24,,15078,379,1.125,,,
Gibraltar,4/16/2021,,,,,,482,,,,,14306,342,1.015,,,
Gibraltar,4/17/2021,,,,,,412,,,,,12229,271,0.804,,,
Gibraltar,4/18/2021,66712,35901,30811,,,342,198.01,106.56,91.45,,10151,196,0.582,,,
Gibraltar,4/19/2021,,,,,,286,,,,,8489,117,0.347,,,
Gibraltar,4/20/2021,,,,,,134,,,,,3977,12,0.036,,,
Gibraltar,4/21/2021,67366,35912,31454,,,164,199.95,106.59,93.36,,4868,12,0.036,,,
Gibraltar,4/22/2021,67972,35973,31999,,606,249,201.75,106.77,94.98,,7391,20,0.059,,,
Gibraltar,4/23/2021,,,,,,254,,,,,7539,44,0.131,,,
Gibraltar,4/24/2021,,,,,,259,,,,,7688,67,0.199,,,
Gibraltar,4/25/2021,,,,,,264,,,,,7836,91,0.27,,,
Gibraltar,4/26/2021,68752,36724,32028,,,260,204.07,109,95.06,,7717,117,0.347,,,
Gibraltar,4/27/2021,69532,37478,32054,,780,341,206.38,111.24,95.14,,10121,224,0.665,,,
Gibraltar,4/28/2021,,,,,,367,,,,,10893,225,0.668,,,
Gibraltar,4/29/2021,70334,37496,32838,,,337,208.76,111.29,97.47,,10003,218,0.647,,,
Gibraltar,4/30/2021,71114,37504,33611,,780,421,211.08,111.32,99.76,,12496,192,0.57,,,
Gibraltar,5/1/2021,,,,,,421,,,,,12496,169,0.502,,,
Gibraltar,5/2/2021,,,,,,421,,,,,12496,146,0.433,,,
Gibraltar,5/3/2021,,,,,,421,,,,,12496,123,0.365,,,
Gibraltar,5/4/2021,71894,37614,34280,,,337,213.39,111.64,101.75,,10003,19,0.056,,,
Gibraltar,5/5/2021,72674,37988,34686,,780,392,215.71,112.75,102.95,,11635,72,0.214,,,
Gibraltar,5/6/2021,73476,38454,35022,,802,449,218.09,114.14,103.95,,13327,137,0.407,,,
Gibraltar,5/7/2021,74256,38727,35529,,780,449,220.4,114.95,105.46,,13327,175,0.519,,,
Gibraltar,5/8/2021,,,,,,426,,,,,12644,175,0.519,,,
Gibraltar,5/9/2021,,,,,,403,,,,,11962,175,0.519,,,
Gibraltar,5/10/2021,,,,,,380,,,,,11279,176,0.522,,,
Gibraltar,5/11/2021,,,,,,357,,,,,10596,176,0.522,,,
Gibraltar,5/12/2021,,,,,,250,,,,,7420,127,0.377,,,
Gibraltar,5/13/2021,74461,38905,35556,,,141,221.01,115.48,105.54,,4185,64,0.19,,,
Gibraltar,5/14/2021,,,,,,50,,,,,1484,26,0.077,,,
Gibraltar,5/15/2021,,,,,,66,,,,,1959,22,0.065,,,
Gibraltar,5/16/2021,,,,,,81,,,,,2404,18,0.053,,,
Gibraltar,5/17/2021,,,,,,97,,,,,2879,15,0.045,,,
Gibraltar,5/18/2021,75181,38923,36258,,,113,223.15,115.53,107.62,,3354,11,0.033,,,
Gibraltar,5/19/2021,75961,38953,37008,,780,219,225.46,115.62,109.85,,6500,11,0.033,,,
Gibraltar,5/20/2021,,,,,,225,,,,,6678,9,0.027,,,
Gibraltar,5/21/2021,,,,,,215,,,,,6382,10,0.03,,,
Gibraltar,5/22/2021,76189,38990,37199,,,206,226.14,115.73,110.41,,6114,11,0.033,,,
Gibraltar,5/23/2021,,,,,,200,,,,,5936,12,0.036,,,
Gibraltar,5/24/2021,,,,,,194,,,,,5758,13,0.039,,,
Gibraltar,5/25/2021,,,,,,189,,,,,5610,13,0.039,,,
Gibraltar,5/26/2021,,,,,,92,,,,,2731,10,0.03,,,
Gibraltar,5/27/2021,76711,39033,37678,,,96,227.69,115.86,111.83,,2849,10,0.03,,,
Gibraltar,5/28/2021,77231,39060,38171,,520,160,229.23,115.94,113.3,,4749,12,0.036,,,
Gibraltar,5/29/2021,77519,39080,38439,,288,190,230.09,116,114.09,,5639,13,0.039,,,
Gibraltar,5/30/2021,,,,,,182,,,,,5402,12,0.036,,,
Gibraltar,5/31/2021,,,,,,174,,,,,5165,12,0.036,,,
Gibraltar,6/1/2021,,,,,,166,,,,,4927,11,0.033,,,
Gibraltar,6/2/2021,77717,39098,38619,,,159,230.68,116.05,114.63,,4719,11,0.033,,,
Gibraltar,6/3/2021,,,,,,145,,,,,4304,10,0.03,,,
Gibraltar,6/4/2021,,,,,,71,,,,,2107,6,0.018,,,
Gibraltar,6/5/2021,,,,,,31,,,,,920,4,0.012,,,
Gibraltar,6/6/2021,,,,,,25,,,,,742,4,0.012,,,
Gibraltar,6/7/2021,,,,,,18,,,,,534,4,0.012,,,
Gibraltar,6/8/2021,77753,39118,38635,,,12,230.78,116.11,114.67,,356,4,0.012,,,
Gibraltar,6/9/2021,,,,,,8,,,,,237,3,0.009,,,
Gibraltar,6/10/2021,,,,,,10,,,,,297,3,0.009,,,
Gibraltar,6/11/2021,,,,,,12,,,,,356,4,0.012,,,
Gibraltar,6/12/2021,77831,39133,38698,,,14,231.01,116.15,114.86,,416,4,0.012,,,
Gibraltar,6/13/2021,,,,,,15,,,,,445,4,0.012,,,
Gibraltar,6/14/2021,,,,,,16,,,,,475,4,0.012,,,
Gibraltar,6/15/2021,,,,,,18,,,,,534,4,0.012,,,
Gibraltar,6/16/2021,,,,,,17,,,,,505,4,0.012,,,
Gibraltar,6/17/2021,,,,,,17,,,,,505,4,0.012,,,
Gibraltar,6/18/2021,,,,,,16,,,,,475,4,0.012,,,
Gibraltar,6/19/2021,,,,,,15,,,,,445,5,0.015,,,
Gibraltar,6/20/2021,,,,,,15,,,,,445,5,0.015,,,
Gibraltar,6/21/2021,77969,39174,38795,,,15,231.42,116.27,115.15,,445,5,0.015,,,
Gibraltar,6/22/2021,,,,,,17,,,,,505,6,0.018,,,
Gibraltar,6/23/2021,,,,,,18,,,,,534,7,0.021,,,
Gibraltar,6/24/2021,78047,39211,38836,,,20,231.66,116.38,115.27,,594,8,0.024,,,
Gibraltar,6/25/2021,,,,,,19,,,,,564,8,0.024,,,
Gibraltar,6/26/2021,,,,,,18,,,,,534,8,0.024,,,
Gibraltar,6/27/2021,,,,,,17,,,,,505,8,0.024,,,
Gibraltar,6/28/2021,,,,,,16,,,,,475,8,0.024,,,
Gibraltar,6/29/2021,78089,39235,38854,,,13,231.78,116.46,115.32,,386,7,0.021,,,
Gibraltar,6/30/2021,,,,,,11,,,,,326,6,0.018,,,
Gibraltar,7/1/2021,,,,,,9,,,,,267,6,0.018,,,
Gibraltar,7/2/2021,78125,39259,38866,,,10,231.89,116.53,115.36,,297,6,0.018,,,
Gibraltar,7/3/2021,,,,,,10,,,,,297,6,0.018,,,
Gibraltar,7/4/2021,,,,,,10,,,,,297,6,0.018,,,
Gibraltar,7/5/2021,,,,,,11,,,,,326,5,0.015,,,
Gibraltar,7/6/2021,,,,,,11,,,,,326,5,0.015,,,
Gibraltar,7/7/2021,,,,,,10,,,,,297,5,0.015,,,
Gibraltar,7/8/2021,,,,,,10,,,,,297,4,0.012,,,
Gibraltar,7/9/2021,,,,,,10,,,,,297,3,0.009,,,
Gibraltar,7/10/2021,,,,,,10,,,,,297,3,0.009,,,
Gibraltar,7/11/2021,,,,,,10,,,,,297,3,0.009,,,
Gibraltar,7/12/2021,,,,,,10,,,,,297,3,0.009,,,
Gibraltar,7/13/2021,78233,39294,38939,,,10,232.21,116.63,115.58,,297,3,0.009,,,
Gibraltar,7/14/2021,78281,39305,38976,,48,15,232.35,116.66,115.69,,445,4,0.012,,,
Gibraltar,7/15/2021,78339,39310,39029,,58,22,232.52,116.68,115.84,,653,5,0.015,,,
Gibraltar,7/16/2021,,,,,,22,,,,,653,4,0.012,,,
Gibraltar,7/17/2021,,,,,,21,,,,,623,4,0.012,,,
Gibraltar,7/18/2021,,,,,,21,,,,,623,4,0.012,,,
Gibraltar,7/19/2021,,,,,,21,,,,,623,4,0.012,,,
Gibraltar,7/20/2021,,,,,,20,,,,,594,3,0.009,,,
Gibraltar,7/21/2021,78381,39320,39061,,,14,232.65,116.71,115.94,,416,2,0.006,,,
Gibraltar,7/22/2021,,,,,,7,,,,,208,2,0.006,,,
Gibraltar,7/23/2021,78399,39327,39072,,,8,232.7,116.73,115.97,,237,2,0.006,,,
Gibraltar,7/24/2021,,,,,,7,,,,,208,2,0.006,,,
Gibraltar,7/25/2021,,,,,,6,,,,,178,2,0.006,,,
Gibraltar,7/26/2021,78406,39329,39077,,,6,232.72,116.73,115.99,,178,2,0.006,,,
Gibraltar,7/27/2021,,,,,,6,,,,,178,2,0.006,,,
Gibraltar,7/28/2021,,,,,,7,,,,,208,2,0.006,,,
Gibraltar,7/29/2021,78440,39334,39106,,,7,232.82,116.75,116.07,,208,2,0.006,,,
Gibraltar,7/30/2021,78459,39340,39119,,19,9,232.88,116.77,116.11,,267,2,0.006,,,
Gibraltar,7/31/2021,,,,,,9,,,,,267,2,0.006,,,
Gibraltar,8/1/2021,,,,,,9,,,,,267,2,0.006,,,
Gibraltar,8/2/2021,,,,,,10,,,,,297,2,0.006,,,
Gibraltar,8/3/2021,,,,,,9,,,,,267,2,0.006,,,
Gibraltar,8/4/2021,,,,,,8,,,,,237,2,0.006,,,
Gibraltar,8/5/2021,78489,39346,39143,,,7,232.97,116.78,116.18,,208,2,0.006,,,
Gibraltar,8/6/2021,,,,,,6,,,,,178,2,0.006,,,
Gibraltar,8/7/2021,78510,39360,39150,,,7,233.03,116.83,116.2,,208,3,0.009,,,
Gibraltar,8/8/2021,,,,,,6,,,,,178,3,0.009,,,
Gibraltar,8/9/2021,,,,,,6,,,,,178,2,0.006,,,
Gibraltar,8/10/2021,78516,39360,39156,,,5,233.05,116.83,116.22,,148,2,0.006,,,
Gibraltar,8/11/2021,78528,39366,39162,,12,6,233.08,116.84,116.24,,178,3,0.009,,,
Gibraltar,8/12/2021,,,,,,6,,,,,178,3,0.009,,,
Gibraltar,8/13/2021,,,,,,5,,,,,148,2,0.006,,,
Gibraltar,8/14/2021,78540,39366,39174,,,4,233.12,116.84,116.27,,119,1,0.003,,,
Gibraltar,8/15/2021,,,,,,5,,,,,148,2,0.006,,,
Gibraltar,8/16/2021,,,,,,7,,,,,208,4,0.012,,,
Gibraltar,8/17/2021,78570,39396,39174,,,8,233.21,116.93,116.27,,237,5,0.015,,,
Gibraltar,8/18/2021,,,,,,9,,,,,267,7,0.021,,,
Gibraltar,8/19/2021,78607,39428,39179,,,11,233.32,117.03,116.29,,326,9,0.027,,,
Gibraltar,8/20/2021,78667,39486,39181,,60,19,233.5,117.2,116.3,,564,17,0.05,,,
Gibraltar,8/21/2021,78688,39493,39195,,21,21,233.56,117.22,116.34,,623,18,0.053,,,
Gibraltar,8/22/2021,,,,,,21,,,,,623,18,0.053,,,
Gibraltar,8/23/2021,,,,,,21,,,,,623,18,0.053,,,
Gibraltar,8/24/2021,78718,39523,39195,,,21,233.65,117.31,116.34,,623,18,0.053,,,
Gibraltar,8/25/2021,78749,39546,39203,,31,23,233.74,117.38,116.36,,683,19,0.056,,,
Gibraltar,8/26/2021,78777,39572,39205,,28,24,233.82,117.46,116.37,,712,21,0.062,,,
Gibraltar,8/27/2021,78812,39596,39216,,35,21,233.93,117.53,116.4,,623,16,0.047,,,
Gibraltar,8/28/2021,78854,39629,39225,,42,24,234.05,117.62,116.43,,712,19,0.056,,,
Gibraltar,8/29/2021,,,,,,24,,,,,712,19,0.056,,,
Gibraltar,8/30/2021,,,,,,23,,,,,683,19,0.056,,,
Gibraltar,8/31/2021,,,,,,23,,,,,683,18,0.053,,,
Gibraltar,9/1/2021,78889,39658,39231,,,20,234.15,117.71,116.44,,594,16,0.047,,,
Gibraltar,9/2/2021,,,,,,21,,,,,623,17,0.05,,,
Gibraltar,9/3/2021,78961,39729,39232,,,21,234.37,117.92,116.45,,623,19,0.056,,,
Gibraltar,9/4/2021,,,,,,17,,,,,505,15,0.045,,,
Gibraltar,9/5/2021,,,,,,18,,,,,534,15,0.045,,,
Gibraltar,9/6/2021,,,,,,19,,,,,564,15,0.045,,,
Gibraltar,9/7/2021,79015,39757,39258,,,19,234.53,118,116.52,,564,15,0.045,,,
Gibraltar,9/8/2021,79027,39757,39270,,12,20,234.56,118,116.56,,594,14,0.042,,,
Gibraltar,9/9/2021,79074,39772,39302,,47,21,234.7,118.05,116.65,,623,11,0.033,,,
Gibraltar,9/10/2021,,,,,,19,,,,,564,7,0.021,,,
Gibraltar,9/11/2021,79118,39787,39331,,,20,234.83,118.09,116.74,,594,7,0.021,,,
Gibraltar,9/12/2021,,,,,,21,,,,,623,7,0.021,,,
Gibraltar,9/13/2021,,,,,,22,,,,,653,7,0.021,,,
Gibraltar,9/14/2021,,,,,,22,,,,,653,7,0.021,,,
Gibraltar,9/15/2021,79190,39808,39382,,,23,235.05,118.16,116.89,,683,7,0.021,,,
Gibraltar,9/16/2021,79233,39824,39409,,43,23,235.18,118.2,116.97,,683,7,0.021,,,
Gibraltar,9/17/2021,79269,39837,39432,,36,25,235.28,118.24,117.04,,742,8,0.024,,,
Gibraltar,9/18/2021,79305,39846,39459,,36,27,235.39,118.27,117.12,,801,8,0.024,,,
Gibraltar,9/19/2021,,,,,,26,,,,,772,9,0.027,,,
Gibraltar,9/20/2021,,,,,,24,,,,,712,9,0.027,,,
Gibraltar,9/21/2021,79335,39872,39463,,,23,235.48,118.35,117.13,,683,10,0.03,,,
Gibraltar,9/22/2021,79377,39884,39493,,42,27,235.6,118.38,117.22,,801,11,0.033,,,
Gibraltar,9/23/2021,,,,,,27,,,,,801,10,0.03,,,
Gibraltar,9/24/2021,79472,39910,39562,,,29,235.88,118.46,117.43,,861,10,0.03,,,
Gibraltar,9/25/2021,79502,39927,39575,,30,28,235.97,118.51,117.46,,831,12,0.036,,,
Gibraltar,9/26/2021,,,,,,28,,,,,831,11,0.033,,,
Gibraltar,9/27/2021,,,,,,28,,,,,831,10,0.03,,,
Gibraltar,9/28/2021,79527,39938,39589,,,27,236.05,118.54,117.51,,801,9,0.027,,,
Gibraltar,9/29/2021,79546,39950,39596,,19,24,236.1,118.58,117.53,,712,9,0.027,,,
Gibraltar,9/30/2021,79569,39951,39613,5,23,21,236.17,118.58,117.58,0.01,623,8,0.024,,,
Gibraltar,10/1/2021,79587,39952,39630,5,18,16,236.23,118.58,117.63,0.01,475,6,0.018,,,
Gibraltar,10/2/2021,,,,,,13,,,,,386,4,0.012,,,
Gibraltar,10/3/2021,,,,,,12,,,,,356,3,0.009,,,
Gibraltar,10/4/2021,,,,,,11,,,,,326,3,0.009,,,
Gibraltar,10/5/2021,79599,39953,39641,5,,10,236.26,118.59,117.66,0.01,297,2,0.006,,,
Gibraltar,10/6/2021,79653,39953,39653,47,54,15,236.42,118.59,117.7,0.14,445,0,0,,,
Gibraltar,10/7/2021,79764,39953,39671,140,111,28,236.75,118.59,117.75,0.42,831,0,0,,,
Gibraltar,10/8/2021,79910,39955,39683,272,146,46,237.19,118.59,117.79,0.81,1365,0,0,,,
Gibraltar,10/9/2021,79925,39955,39696,274,15,48,237.23,118.59,117.82,0.81,1425,0,0,,,
Gibraltar,10/10/2021,,,,,,48,,,,,1425,0,0,,,
Gibraltar,10/11/2021,79927,39955,39698,274,,47,237.24,118.59,117.83,0.81,1395,0,0,,,
Gibraltar,10/12/2021,80591,39959,39714,918,664,142,239.21,118.6,117.88,2.72,4215,1,0.003,,,
Gibraltar,10/13/2021,81080,39961,39725,1394,489,204,240.66,118.61,117.91,4.14,6055,1,0.003,,,
Gibraltar,10/14/2021,81505,39964,39740,1801,425,249,241.92,118.62,117.95,5.35,7391,2,0.006,,,
Gibraltar,10/15/2021,81966,39970,39751,2245,461,294,243.29,118.64,117.99,6.66,8726,2,0.006,,,
Gibraltar,10/16/2021,,,,,,368,,,,,10923,2,0.006,,,
Gibraltar,10/17/2021,83039,39972,39768,3299,,445,246.47,118.64,118.04,9.79,13208,2,0.006,,,
Gibraltar,10/18/2021,83456,39973,39769,3714,417,504,247.71,118.65,118.04,11.02,14959,3,0.009,,,
Gibraltar,10/19/2021,83825,39973,39782,4070,369,462,248.81,118.65,118.08,12.08,13713,2,0.006,,,
Gibraltar,10/20/2021,84477,40173,39796,4508,652,485,250.74,119.24,118.12,13.38,14396,30,0.089,,,
Gibraltar,10/21/2021,85057,40283,39802,4972,580,507,252.46,119.57,118.14,14.76,15049,46,0.137,,,
Gibraltar,10/22/2021,85576,40440,39802,5334,519,516,254,120.03,118.14,15.83,15316,67,0.199,,,
Gibraltar,10/23/2021,85967,40471,39803,5693,391,495,255.16,120.12,118.14,16.9,14692,71,0.211,,,
Gibraltar,10/24/2021,86700,40546,39803,6351,733,523,257.34,120.35,118.14,18.85,15523,82,0.243,,,
Gibraltar,10/25/2021,87370,40546,39803,7021,670,559,259.33,120.35,118.14,20.84,16592,82,0.243,,,
Gibraltar,10/26/2021,87663,40546,39803,7314,293,548,260.2,120.35,118.14,21.71,16265,82,0.243,,,
Gibraltar,10/27/2021,88024,40547,39808,7669,361,507,261.27,120.35,118.16,22.76,15049,53,0.157,,,
Gibraltar,10/28/2021,88394,40547,39808,8039,370,477,262.37,120.35,118.16,23.86,14158,38,0.113,,,
Gibraltar,10/29/2021,88756,40547,39808,8401,362,454,263.44,120.35,118.16,24.94,13475,15,0.045,,,
Gibraltar,10/30/2021,89068,40547,39808,8713,312,443,264.37,120.35,118.16,25.86,13149,11,0.033,,,
Gibraltar,10/31/2021,,,,,,386,,,,,11457,1,0.003,,,
Gibraltar,11/1/2021,,,,,,337,,,,,10003,2,0.006,,,
Gibraltar,11/2/2021,,,,,,342,,,,,10151,2,0.006,,,
Gibraltar,11/3/2021,,,,,,338,,,,,10032,3,0.009,,,
Gibraltar,11/4/2021,,,,,,332,,,,,9854,4,0.012,,,
Gibraltar,11/5/2021,91051,40577,39814,10660,,328,270.25,120.44,118.17,31.64,9736,4,0.012,,,
Gibraltar,11/6/2021,91369,40578,39814,10977,318,329,271.2,120.44,118.17,32.58,9765,4,0.012,,,
